"Notes"	"Residence 2013 Urbanization"	"Residence 2013 Urbanization Code"	"Residence Census Division"	"Residence Census Division Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Micropolitan (Nonmetro)"	"5"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"May, 2021"	"2021/05"	163	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Jun., 2021"	"2021/06"	80	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Jul., 2021"	"2021/07"	163	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Aug., 2021"	"2021/08"	1013	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Sep., 2021"	"2021/09"	1533	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Oct., 2021"	"2021/10"	717	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Nov., 2021"	"2021/11"	273	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Dec., 2021"	"2021/12"	428	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	973	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	854	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	265	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	48	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	46	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	90	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	155	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	165	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	129	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	80	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	81	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	118	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Jan., 2020"	"2020/01"	Suppressed	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Mar., 2020"	"2020/03"	12	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Apr., 2020"	"2020/04"	233	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"May, 2020"	"2020/05"	199	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Jun., 2020"	"2020/06"	141	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Jul., 2020"	"2020/07"	667	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Aug., 2020"	"2020/08"	817	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Sep., 2020"	"2020/09"	513	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Oct., 2020"	"2020/10"	621	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Nov., 2020"	"2020/11"	1026	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Dec., 2020"	"2020/12"	1557	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Jan., 2021"	"2021/01"	1772	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Feb., 2021"	"2021/02"	709	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Mar., 2021"	"2021/03"	284	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Apr., 2021"	"2021/04"	142	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"May, 2021"	"2021/05"	139	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Jun., 2021"	"2021/06"	95	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Jul., 2021"	"2021/07"	257	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Aug., 2021"	"2021/08"	1131	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Sep., 2021"	"2021/09"	1426	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Oct., 2021"	"2021/10"	612	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Nov., 2021"	"2021/11"	299	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Dec., 2021"	"2021/12"	461	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	1048	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	837	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	192	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	50	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	34	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	46	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	139	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	166	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	103	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	72	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	60	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	107	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Mar., 2020"	"2020/03"	18	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Apr., 2020"	"2020/04"	142	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"May, 2020"	"2020/05"	198	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Jun., 2020"	"2020/06"	152	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Jul., 2020"	"2020/07"	228	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Aug., 2020"	"2020/08"	146	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Sep., 2020"	"2020/09"	105	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Oct., 2020"	"2020/10"	211	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Nov., 2020"	"2020/11"	758	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Dec., 2020"	"2020/12"	1081	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Jan., 2021"	"2021/01"	672	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Feb., 2021"	"2021/02"	330	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Mar., 2021"	"2021/03"	125	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Apr., 2021"	"2021/04"	80	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"May, 2021"	"2021/05"	68	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Jun., 2021"	"2021/06"	74	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Jul., 2021"	"2021/07"	109	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Aug., 2021"	"2021/08"	352	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Sep., 2021"	"2021/09"	646	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Oct., 2021"	"2021/10"	739	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Nov., 2021"	"2021/11"	678	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Dec., 2021"	"2021/12"	614	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	571	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	441	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	109	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	29	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	30	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	56	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	89	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	61	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	45	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	46	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	70	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	82	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Mar., 2020"	"2020/03"	Suppressed	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Apr., 2020"	"2020/04"	23	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"May, 2020"	"2020/05"	13	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Jun., 2020"	"2020/06"	14	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Jul., 2020"	"2020/07"	83	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Aug., 2020"	"2020/08"	81	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Sep., 2020"	"2020/09"	80	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Oct., 2020"	"2020/10"	108	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Nov., 2020"	"2020/11"	132	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Dec., 2020"	"2020/12"	289	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Jan., 2021"	"2021/01"	244	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Feb., 2021"	"2021/02"	106	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Mar., 2021"	"2021/03"	53	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Apr., 2021"	"2021/04"	50	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"May, 2021"	"2021/05"	82	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Jun., 2021"	"2021/06"	49	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Jul., 2021"	"2021/07"	58	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Aug., 2021"	"2021/08"	385	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Sep., 2021"	"2021/09"	558	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Oct., 2021"	"2021/10"	389	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Nov., 2021"	"2021/11"	235	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Dec., 2021"	"2021/12"	178	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	265	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	253	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	72	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	24	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	45	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	61	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	83	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	70	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	48	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	35	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	38	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	66	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Mar., 2020"	"2020/03"	Suppressed	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Apr., 2020"	"2020/04"	27	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"May, 2020"	"2020/05"	Suppressed	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Jun., 2020"	"2020/06"	Suppressed	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Jul., 2020"	"2020/07"	Suppressed	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Aug., 2020"	"2020/08"	Suppressed	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Sep., 2020"	"2020/09"	Suppressed	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Oct., 2020"	"2020/10"	Suppressed	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Nov., 2020"	"2020/11"	36	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Dec., 2020"	"2020/12"	85	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Division 1: New England"	"CENS-D1"	"2021"	"2021"	"Jan., 2021"	"2021/01"	68	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Division 1: New England"	"CENS-D1"	"2021"	"2021"	"Feb., 2021"	"2021/02"	29	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Division 1: New England"	"CENS-D1"	"2021"	"2021"	"Mar., 2021"	"2021/03"	10	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Division 1: New England"	"CENS-D1"	"2021"	"2021"	"Apr., 2021"	"2021/04"	22	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Division 1: New England"	"CENS-D1"	"2021"	"2021"	"May, 2021"	"2021/05"	22	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Division 1: New England"	"CENS-D1"	"2021"	"2021"	"Jun., 2021"	"2021/06"	12	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Division 1: New England"	"CENS-D1"	"2021"	"2021"	"Jul., 2021"	"2021/07"	Suppressed	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Division 1: New England"	"CENS-D1"	"2021"	"2021"	"Aug., 2021"	"2021/08"	26	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Division 1: New England"	"CENS-D1"	"2021"	"2021"	"Sep., 2021"	"2021/09"	66	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Division 1: New England"	"CENS-D1"	"2021"	"2021"	"Oct., 2021"	"2021/10"	73	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Division 1: New England"	"CENS-D1"	"2021"	"2021"	"Nov., 2021"	"2021/11"	101	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Division 1: New England"	"CENS-D1"	"2021"	"2021"	"Dec., 2021"	"2021/12"	160	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Division 1: New England"	"CENS-D1"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	108	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Division 1: New England"	"CENS-D1"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	68	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Division 1: New England"	"CENS-D1"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	20	Not Applicable	Not Applicable
