UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,9,2022,999,333044456,164936822,168107634,125492757,126220860,21853832,23516323,2232841,2191651,9911487,10686310,446637,431762,4999268,5060728,129963323,130723148,24160588,25895447,3643079,3658726,11773081,12535485,877345,864476,132750082,136697180,97442688,98896835,20232252,21856207,1215409,1248621,9569866,10346596,321336,314357,3968531,4034564,100992474,102485352,22050716,23741094,2205306,2299387,11144896,11910033,656646,652691,32186740,31410454,28050069,27324025,1621580,1660116,1017432,943030,341621,339714,125301,117405,1030737,1026164,28970849,28237796,2109872,2154353,1437773,1359339,628185,625452,220699,211785
R,9,2022,0,3539121,1810017,1729104,1248587,1192576,288337,275697,35192,33615,103972,99272,6882,6559,127047,121385,1365858,1304620,360755,344884,57699,55119,149728,142994,15290,14592,1328303,1269022,860234,821659,252507,241480,13723,13105,96018,91678,4127,3934,101694,97166,954687,911905,311455,297798,27987,26734,133884,127865,10198,9732,481714,460082,388353,370917,35830,34217,21469,20510,7954,7594,2755,2625,25353,24219,411171,392715,49300,47086,29712,28385,15844,15129,5092,4860
R,9,2022,1,3559725,1818990,1740735,1255154,1200210,291543,280676,35109,33770,107763,101938,7013,6624,122408,117517,1367837,1308394,360347,346983,57386,55114,152427,144634,15313,14514,1337755,1279773,866709,828285,255684,246216,13729,13157,99790,94350,4225,3996,97618,93769,957108,915117,311360,299917,27855,26701,136772,129716,10235,9712,481235,460962,388445,371925,35859,34460,21380,20613,7973,7588,2788,2628,24790,23748,410729,393277,48987,47066,29531,28413,15655,14918,5078,4802
R,9,2022,2,3684846,1884000,1800846,1311707,1251445,294825,285405,35310,34231,111959,104984,7070,6689,123129,118092,1424976,1360059,363051,351253,58143,56162,157453,148247,15493,14676,1394920,1331215,914217,870358,259676,251494,14152,13568,104160,97457,4332,4064,98383,94274,1005231,957554,314922,304832,28749,27572,141981,133353,10498,9884,489080,469631,397490,381087,35149,33911,21158,20663,7799,7527,2738,2625,24746,23818,419745,402505,48129,46421,29394,28590,15472,14894,4995,4792
R,9,2022,3,3763933,1922248,1841685,1335674,1276489,302427,295094,35790,34374,116524,109642,7268,6838,124565,119248,1450162,1386086,371281,361236,58968,56672,162698,153569,15845,14949,1422477,1358330,928280,881946,267295,260898,14381,13951,108612,102168,4453,4207,99456,95160,1020189,969883,323013,314452,29199,28198,146989,138629,10742,10147,499771,483355,407394,394543,35132,34196,21409,20423,7912,7474,2815,2631,25109,24088,429973,416203,48268,46784,29769,28474,15709,14940,5103,4802
R,9,2022,4,3838543,1961598,1876945,1362824,1300642,307275,299868,36579,34841,121099,113732,7325,6939,126496,120923,1479083,1411770,377019,366867,60145,57445,168086,158334,16055,15182,1454166,1387760,947947,900285,272490,266122,14535,14021,113334,106294,4573,4315,101287,96723,1041528,989637,329102,320462,29637,28522,152529,143451,10996,10374,507432,489185,414877,400357,34785,33746,22044,20820,7765,7438,2752,2624,25209,24200,437555,422133,47917,46405,30508,28923,15557,14883,5059,4808
R,9,2022,5,3922062,2007281,1914781,1397602,1329686,310341,302001,36049,34673,127900,119690,7459,7092,127930,121639,1515114,1441462,380039,369000,60032,57609,176055,164713,16439,15477,1490340,1417139,970835,919318,276320,268931,15545,14776,120243,112345,4801,4473,102596,97296,1065527,1009176,332863,323265,31049,29547,160551,149847,11473,10638,516941,497642,426767,410368,34021,33070,20504,19897,7657,7345,2658,2619,25334,24343,449587,432286,47176,45735,28983,28062,15504,14866,4966,4839
R,9,2022,6,4036509,2062920,1973589,1451645,1383150,311409,304887,35707,34488,127530,120236,7399,7104,129230,123724,1570419,1496904,381390,372402,60337,58104,176154,166270,16478,15682,1531646,1463055,1010001,958758,277584,272137,16083,15592,119769,112935,4705,4507,103504,99126,1105599,1050351,334345,326945,32031,30909,160378,151361,11421,10846,531274,510534,441644,424392,33825,32750,19624,18896,7761,7301,2694,2597,25726,24598,464820,446553,47045,45457,28306,27195,15776,14909,5057,4836
R,9,2022,7,4075299,2082199,1993100,1466060,1398694,316253,308584,35177,34206,128401,120846,7328,7119,128980,123651,1584612,1512363,386064,376035,59931,57887,176764,166812,16389,15693,1549998,1479030,1022103,970394,282297,275611,16510,15722,120910,113647,4679,4521,103499,99135,1117696,1061974,338938,330385,32650,31084,161420,152082,11419,10888,532201,514070,443957,428300,33956,32973,18667,18484,7491,7199,2649,2598,25481,24516,466916,450389,47126,45650,27281,26803,15344,14730,4970,4805
R,9,2022,8,4077427,2086796,1990631,1472013,1397970,317199,308813,35531,34314,127014,120083,7095,6826,127944,122625,1589631,1510693,386104,375770,60255,57953,175138,165437,16209,15399,1557095,1482282,1030219,974321,282963,275786,16816,16156,119844,113274,4608,4436,102645,98309,1125054,1065136,338825,330165,32969,31553,160157,151167,11364,10803,529701,508349,441794,423649,34236,33027,18715,18158,7170,6809,2487,2390,25299,24316,464577,445557,47279,45605,27286,26400,14981,14270,4845,4596
R,9,2022,9,4049311,2069859,1979452,1459274,1391464,315390,307248,35423,33996,126699,119509,7011,6706,126062,120529,1575060,1502084,382873,372661,59906,57515,174425,164396,16157,15283,1545502,1473963,1021012,969042,282002,275048,16980,16259,119807,112759,4608,4333,101093,96522,1114321,1058061,336676,328088,32980,31616,159795,150245,11361,10613,524357,505489,438262,422422,33388,32200,18443,17737,6892,6750,2403,2373,24969,24007,460739,444023,46197,44573,26926,25899,14630,14151,4796,4670
R,9,2022,10,4059434,2076426,1983008,1469090,1398949,315946,306156,36021,34916,124027,117397,6858,6584,124484,119006,1583385,1508200,382638,370428,60588,58428,170829,161705,15857,15136,1547209,1473012,1025911,971874,283013,274478,17059,16443,117242,110841,4455,4253,99529,95123,1117735,1059630,336905,326463,33075,31770,156380,147825,11089,10537,529217,509996,443179,427075,32933,31678,18962,18473,6785,6556,2403,2331,24955,23883,465650,448570,45733,43965,27513,26658,14449,13880,4768,4599
R,9,2022,11,4109612,2108067,2001545,1500105,1419797,319813,309065,35204,33919,120964,113867,6762,6446,125219,118451,1615131,1528518,386971,372864,60159,57704,167713,157855,15827,14971,1564367,1480964,1040832,980742,287684,277857,17410,16435,114307,107529,4370,4153,99764,94248,1132907,1067663,341845,329256,33638,31870,153242,144125,11024,10374,543700,520581,459273,439055,32129,31208,17794,17484,6657,6338,2392,2293,25455,24203,482224,460855,45126,43608,26521,25834,14471,13730,4803,4597
R,9,2022,12,4181670,2142152,2039518,1533779,1455000,323199,311744,34483,33183,119244,113567,6456,6277,124991,119747,1648853,1565066,390189,376465,59720,57599,165331,157295,15372,14750,1583534,1504357,1057220,998457,292362,281897,17580,17179,112859,107566,4311,4186,99202,95072,1148966,1086228,346205,333874,33876,33033,151177,143995,10866,10385,558618,535161,476559,456543,30837,29847,16903,16004,6385,6001,2145,2091,25789,24675,499887,478838,43984,42591,25844,24566,14154,13300,4506,4365
R,9,2022,13,4254863,2178133,2076730,1566221,1486155,329858,319730,34634,33335,117896,113017,6568,6422,122956,118071,1679290,1594728,395855,383966,59545,56918,163021,155724,15133,14721,1612600,1535179,1081840,1022640,298962,289651,18213,17577,111549,107017,4485,4339,97551,93955,1171938,1109423,352169,341558,34225,32805,149105,142697,10788,10436,565533,541551,484381,463515,30896,30079,16421,15758,6347,6000,2083,2083,25405,24116,507352,485305,43686,42408,25320,24113,13916,13027,4345,4285
R,9,2022,14,4428861,2268865,2159996,1634842,1548715,344559,333632,36033,34348,122677,117335,6714,6494,124040,119472,1748763,1658470,411327,398895,60933,58438,167897,160209,15627,14734,1679910,1599418,1128692,1067448,312596,303071,18827,18259,116310,111242,4574,4363,98911,95035,1219870,1155088,366757,355982,34987,33739,154115,146980,11167,10437,588955,560578,506150,481267,31963,30561,17206,16089,6367,6093,2140,2131,25129,24437,528893,503382,44570,42913,25946,24699,13782,13229,4460,4297
R,9,2022,15,4446554,2277341,2169213,1647990,1563881,344201,332530,36567,34951,121428,115471,6684,6599,120471,115781,1758656,1670053,408668,395218,61406,58775,165250,157021,15370,14894,1687179,1605453,1139946,1078650,312706,302283,18932,18560,115111,109522,4567,4428,95917,92010,1228426,1163328,364933,353076,35059,33879,151596,144164,10974,10525,590162,563760,508044,485231,31495,30247,17635,16391,6317,5949,2117,2171,24554,23771,530230,506725,43735,42142,26347,24896,13654,12857,4396,4369
R,9,2022,16,4371745,2237589,2134156,1628011,1545207,333588,323870,35823,34126,119025,114701,6540,6307,114602,109945,1733163,1646045,394092,382573,59833,57086,161265,154612,14813,14137,1664422,1585636,1133125,1071653,303756,294907,18700,18166,112864,109063,4473,4266,91504,87581,1217401,1152259,352910,342672,34293,33011,148322,142421,10600,10036,573167,548520,494886,473554,29832,28963,17123,15960,6161,5638,2067,2041,23098,22364,515762,493786,41182,39901,25540,24075,12943,12191,4213,4101
R,9,2022,17,4325215,2211960,2113255,1616733,1533667,325422,315934,35060,33996,119679,118008,6527,6401,108539,105249,1716171,1629919,382030,371331,58363,56488,159875,156554,14303,13959,1652861,1579450,1132762,1071693,296498,288313,18493,18051,113928,112580,4493,4468,86687,84345,1212496,1149059,342548,333578,33646,32699,147690,145071,10249,10120,559099,533805,483971,461974,28924,27621,16567,15945,5751,5428,2034,1933,21852,20904,503675,480860,39482,37753,24717,23789,12185,11483,4054,3839
R,9,2022,18,4327445,2211711,2115734,1622367,1540533,322214,313072,34246,33036,121769,121251,6391,6111,104724,101731,1718181,1633568,376027,365806,57089,55301,160986,158847,14114,13540,1665427,1592330,1148046,1086553,294435,286466,18396,17671,116066,115820,4477,4265,84007,81555,1225198,1161345,338234,329534,33505,32429,149181,147518,10288,9782,546284,523404,474321,453980,27779,26606,15850,15365,5703,5431,1914,1846,20717,20176,492983,472223,37793,36272,23584,22872,11805,11329,3826,3758
R,9,2022,19,4306435,2199726,2106709,1617248,1536581,319572,311435,33741,32473,122609,122578,6300,6010,100256,97632,1708802,1625781,370771,361421,56303,54482,159860,158858,13791,13154,1663425,1591395,1151218,1088476,292257,285692,18026,17376,117054,117280,4423,4236,80447,78335,1224949,1160304,334066,326493,32987,32038,148486,147837,10029,9654,536301,515314,466030,448105,27315,25743,15715,15097,5555,5298,1877,1774,19809,19297,483853,465477,36705,34928,23316,22444,11374,11021,3762,3500
R,9,2022,20,4292166,2191634,2100532,1610667,1531923,323890,316115,33731,32135,121230,120165,6145,5936,95971,94258,1698169,1617666,372598,364608,55986,54186,156647,154428,13397,12939,1661004,1591327,1148594,1088292,297103,290623,18207,17481,115815,115107,4376,4178,76909,75646,1218922,1157385,336910,330259,32952,32206,145640,143945,9888,9489,530630,509205,462073,443631,26787,25492,15524,14654,5415,5058,1769,1758,19062,18612,479247,460281,35688,34349,23034,21980,11007,10483,3509,3450
R,9,2022,21,4343451,2216734,2126717,1625023,1548893,330866,322917,33420,32180,125942,124154,6096,5932,95387,92641,1711706,1633258,379233,370280,56029,54159,161102,157828,13351,12962,1689229,1620811,1165418,1107563,304165,297782,18268,17770,120645,119199,4344,4126,76389,74371,1234968,1175506,343539,336533,33449,32556,150350,147648,9823,9463,527505,505906,459605,441330,26701,25135,15152,14410,5297,4955,1752,1806,18998,18270,476738,457752,35694,33747,22580,21603,10752,10180,3528,3499
R,9,2022,22,4363063,2225716,2137347,1627871,1551618,337369,330139,33915,32547,127295,126221,6249,5936,93017,90886,1712508,1633925,384269,376656,56790,54753,161069,158953,13321,12918,1702895,1636472,1171907,1115014,311209,305031,18711,17979,122072,121272,4500,4208,74496,72968,1239828,1181268,349372,343036,34096,33094,150660,148860,9896,9509,522821,500875,455964,436604,26160,25108,15204,14568,5223,4949,1749,1728,18521,17918,472680,452657,34897,33620,22694,21659,10409,10093,3425,3409
R,9,2022,23,4286158,2185177,2100981,1602889,1530832,328323,321058,32772,31871,125114,123837,6181,5722,89898,87661,1684475,1610075,373488,365862,55299,53998,157418,154990,13321,12501,1680115,1615897,1162345,1107779,302965,296789,18261,17899,120018,119022,4451,4103,72075,70305,1227924,1171457,339820,333425,33642,33100,147263,145159,9885,9272,505062,485084,440544,423053,25358,24269,14511,13972,5096,4815,1730,1619,17823,17356,456551,438618,33668,32437,21657,20898,10155,9831,3436,3229
R,9,2022,24,4286555,2182475,2104080,1597001,1528711,329424,323055,32647,31809,129775,129176,6176,5796,87452,85533,1676019,1606235,373031,366237,55004,53783,161095,159385,13102,12334,1684631,1625564,1162480,1111027,304551,299290,18150,17866,124742,124335,4468,4160,70240,68886,1226060,1173607,340191,334697,33471,33112,151234,149822,9821,9197,497844,478516,434521,417684,24873,23765,14497,13943,5033,4841,1708,1636,17212,16647,449959,432628,32840,31540,21533,20671,9861,9563,3281,3137
R,9,2022,25,4274155,2173141,2101014,1588990,1525395,325952,320871,32036,31304,135896,134965,6161,5704,84106,82775,1665060,1600060,367106,361927,54199,53285,166357,164465,12797,12197,1681679,1628997,1159627,1112758,301698,297825,17794,17667,130956,130219,4469,4142,67135,66386,1220496,1172690,334968,331260,32977,32917,156656,155173,9574,9137,491462,472017,429363,412637,24254,23046,14242,13637,4940,4746,1692,1562,16971,16389,444564,427370,32138,30667,21222,20368,9701,9292,3223,3060
R,9,2022,26,4305217,2188881,2116336,1600573,1535187,325070,321883,32299,30992,141995,141583,6376,5871,82568,80820,1675133,1607883,364694,361426,54761,52949,171933,170702,13012,12470,1699683,1646608,1172969,1124038,301133,299279,17959,17389,137121,136788,4634,4249,65867,64865,1232561,1182467,333128,331495,33301,32605,162512,161411,9779,9414,489198,469728,427604,411149,23937,22604,14340,13603,4874,4795,1742,1622,16701,15955,442572,425416,31566,29931,21460,20344,9421,9291,3233,3056
R,9,2022,27,4383992,2228690,2155302,1623405,1557734,339524,334388,32704,31647,145691,146192,6501,6261,80865,79080,1695927,1628524,377839,372889,55506,53672,175088,174568,13252,12918,1735784,1681560,1192081,1143233,315126,310956,18453,17909,140788,141419,4751,4564,64585,63479,1249989,1200150,346033,342158,34327,33418,165793,165446,10012,9784,492906,473742,431324,414501,24398,23432,14251,13738,4903,4773,1750,1697,16280,15601,445938,428374,31806,30731,21179,20254,9295,9122,3240,3134
R,9,2022,28,4452735,2262269,2190466,1639613,1574008,354090,349020,32946,32279,150547,150905,6473,6430,78600,77824,1709722,1643322,390517,386159,55955,54921,179266,178870,13410,13055,1767178,1716404,1205884,1159233,329456,325546,18815,18284,145692,146172,4764,4724,62567,62445,1261666,1214853,358694,355647,34861,34347,170083,169884,10168,9921,495091,474062,433729,414775,24634,23474,14131,13995,4855,4733,1709,1706,16033,15379,448056,428469,31823,30512,21094,20574,9183,8986,3242,3134
R,9,2022,29,4546965,2309735,2237230,1671142,1602358,367455,361982,34318,33318,154819,157777,6795,6473,75206,75322,1737971,1669177,401488,397251,56761,56011,182816,184921,13513,13071,1808247,1760394,1231418,1184818,342294,338246,19625,19300,150079,152965,4953,4773,59878,60292,1284648,1238328,369434,366569,35343,35428,173931,176077,10226,9925,501488,476836,439724,417540,25161,23736,14693,14018,4740,4812,1842,1700,15328,15030,453323,430849,32054,30682,21418,20583,8885,8844,3287,3146
R,9,2022,30,4639580,2351518,2288062,1702790,1638877,372598,369229,35760,33923,159747,165118,6892,6651,73731,74264,1767942,1704439,404638,402790,58678,56523,187571,192825,13668,13375,1843690,1806436,1257893,1217429,347047,344716,20488,19856,154935,160209,4977,4897,58350,59329,1309403,1269816,372181,371444,36533,35928,178729,183857,10324,10117,507828,481626,444897,421448,25551,24513,15272,14067,4812,4909,1915,1754,15381,14935,458539,434623,32457,31346,22145,20595,8842,8968,3344,3258
R,9,2022,31,4723034,2384280,2338754,1726423,1671547,375951,378998,35877,33434,167823,174604,7649,6998,70557,73173,1787818,1735268,405955,411942,57821,55435,195514,202944,14754,14099,1879452,1864008,1285917,1258643,349673,353078,20385,19746,162655,169280,5558,5210,55264,58051,1333848,1309087,372849,379030,35536,35171,186234,193389,11138,10855,504828,474746,440506,412904,26278,25920,15492,13688,5168,5324,2091,1788,15293,15122,453970,426181,33106,32912,22285,20264,9280,9555,3616,3244
R,9,2022,32,4755129,2400039,2355090,1746459,1688497,371413,376897,35583,32869,172472,180237,7784,7241,66328,69349,1804294,1749146,398748,407462,56263,54223,199167,206967,14480,13873,1894046,1886257,1304459,1280778,345098,350773,19871,19453,167225,175013,5589,5421,51804,54819,1349437,1328590,365925,374637,34114,34366,190064,197827,10864,10669,505993,468833,442000,407719,26315,26124,15712,13416,5247,5224,2195,1820,14524,14530,454857,420556,32823,32825,22149,19857,9103,9140,3616,3204
R,9,2022,33,4623171,2335586,2287585,1705962,1639548,352861,361866,34209,31419,173209,183255,7725,6862,61620,64635,1759716,1695768,377811,389945,53794,51294,197932,208675,13865,13202,1848472,1840670,1280219,1250432,327631,337005,18857,18578,168216,178159,5653,5185,47896,51311,1321812,1294875,346377,358895,32220,32560,189436,200070,10550,10261,487114,446915,425743,389116,25230,24861,15352,12841,4993,5096,2072,1677,13724,13324,437904,400893,31434,31050,21574,18734,8496,8605,3315,2941
R,9,2022,34,4555118,2297588,2257530,1693605,1631344,333122,345387,33960,30710,170772,181525,7632,6929,58497,61635,1744399,1685075,356186,371791,52411,49739,194798,205918,13700,12982,1809026,1812880,1265422,1243869,308740,320905,18389,17766,165887,176606,5555,5216,45033,48518,1304359,1286068,325798,341119,30717,31054,186461,197513,10330,10050,488562,444650,428183,387475,24382,24482,15571,12944,4885,4919,2077,1713,13464,13117,440040,399007,30388,30672,21694,18685,8337,8405,3370,2932
R,9,2022,35,4473261,2261802,2211459,1680644,1606376,318053,330761,32654,29695,167878,178587,7641,6767,54932,59273,1728268,1658040,339617,355872,50425,48305,190320,202141,13404,12562,1779252,1773917,1256610,1224480,294542,306929,17420,17183,163088,173911,5484,5050,42108,46364,1292861,1264738,310336,326025,29302,30041,182331,194147,10097,9669,482550,437542,424034,381896,23511,23832,15234,12512,4790,4676,2157,1717,12824,12909,435407,393302,29281,29847,21123,18264,7989,7994,3307,2893
R,9,2022,36,4486413,2270642,2215771,1698132,1619530,310925,325039,32487,29616,168216,178316,7665,6833,53217,56437,1744384,1668434,331254,348496,49755,48025,190097,200624,13362,12497,1783429,1777696,1269405,1236585,287455,301225,17071,16867,163363,173755,5485,5147,40650,44117,1304563,1274629,302118,319051,28603,29716,182047,192861,10009,9692,487213,438075,428727,382945,23470,23814,15416,12749,4853,4561,2180,1686,12567,12320,439821,393805,29136,29445,21152,18309,8050,7763,3353,2805
R,9,2022,37,4490664,2270563,2220101,1705450,1626098,306237,322404,31947,29331,167739,179877,7586,6820,51604,55571,1750187,1674328,325708,344788,49330,47636,188722,202212,13132,12531,1782241,1781810,1275249,1242643,283289,298890,16430,16665,163011,175295,5387,5193,38875,43124,1308683,1279894,297117,315470,27872,29420,180889,194426,9781,9785,488322,438291,430201,383455,22948,23514,15517,12666,4728,4582,2199,1627,12729,12447,441504,394434,28591,29318,21458,18216,7833,7786,3351,2746
R,9,2022,38,4407298,2223500,2183798,1672428,1600826,294784,313829,31477,28897,167986,179927,7326,6561,49499,53758,1715355,1647376,313043,334941,48302,46987,188339,201869,12767,12186,1746021,1750099,1251402,1220889,272609,290977,16274,16301,163268,175532,5219,4909,37249,41491,1283478,1256663,285501,306452,27367,28822,180570,194253,9512,9390,477479,433699,421026,379937,22175,22852,15203,12596,4718,4395,2107,1652,12250,12267,431877,390713,27542,28489,20935,18165,7769,7616,3255,2796
